,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Price_every_Year,Price_every_KM
379,379,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,First,20.51,998,67.04,5.0,3.1,0,1,1,10,0.31,0.1781609195402299
380,380,Maruti Ritz LDi,Coimbatore,2011,90207,First,21.1,1248,73.9,5.0,3.91,0,0,1,13,0.3007692307692308,0.04334475151595774
381,381,BMW 3 Series 320d Sedan,Chennai,2011,89616,First,16.07,1995,181.0,5.0,11.0,0,0,0,13,0.8461538461538461,0.12274593822531692
382,382,Tata Xenon XT EX 4X2,Pune,2014,85000,First,13.49,2179,138.03,5.0,3.5,0,0,1,10,0.35,0.0411764705882353
383,383,Audi A3 35 TDI Attraction,Chennai,2014,79271,First,20.38,1968,143.0,5.0,16.5,0,0,0,10,1.65,0.20814673714220835
384,384,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,First,12.7,2179,187.7,5.0,30.0,0,0,0,12,2.5,0.5357142857142857
385,385,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Second,12.0,2987,224.0,7.0,28.0,0,0,0,14,2.0,0.3294078893189492
386,386,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,First,13.5,2477,175.56,7.0,28.0,0,0,0,6,4.666666666666667,2.3333333333333335
387,387,Maruti Alto LX,Jaipur,2010,125000,First,19.7,796,46.3,5.0,0.92,0,1,1,14,0.06571428571428571,0.007360000000000001
388,388,Maruti Wagon R LXI BSIII,Pune,2013,53000,First,14.0,1061,64.0,5.0,2.75,0,1,1,11,0.25,0.051886792452830184
389,389,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,First,12.7,2179,187.7,5.0,53.83,0,0,0,7,7.6899999999999995,1.538439554158331
390,390,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Second,17.01,1591,121.3,5.0,4.95,0,1,1,13,0.3807692307692308,0.09946150136633981
391,391,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,First,16.73,2993,218.0,5.0,33.5,0,0,0,11,3.0454545454545454,0.5982142857142857
392,392,Jaguar XF Diesel,Bangalore,2013,75000,First,14.74,2993,270.9,5.0,27.95,0,0,0,11,2.540909090909091,0.37266666666666665
393,393,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,First,13.7,1798,157.75,5.0,7.25,0,1,0,14,0.5178571428571429,0.12719298245614036
394,394,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,First,15.73,1968,174.33,5.0,25.71,0,0,0,7,3.672857142857143,0.684832987054499
395,395,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,First,12.7,2179,187.7,5.0,29.67,0,0,0,10,2.967,0.3101966565254211
396,396,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,First,14.84,2143,170.0,5.0,19.0,0,0,0,11,1.7272727272727273,0.5382588741890705
397,397,Mahindra Scorpio S10 4WD,Kochi,2017,28464,First,15.4,2179,120.0,7.0,13.05,0,0,1,7,1.8642857142857143,0.4584738617200675
398,398,BMW 3 Series Luxury Line,Mumbai,2015,41000,First,21.76,1995,190.0,5.0,25.5,0,0,0,9,2.8333333333333335,0.6219512195121951
399,399,Honda BR-V i-VTEC S MT,Pune,2017,9000,First,15.4,1497,117.3,7.0,8.5,0,1,1,7,1.2142857142857142,0.9444444444444445
400,400,Volvo S80 2006-2013 D5,Chennai,2010,92098,Second,16.0,2400,215.0,5.0,7.25,0,0,0,14,0.5178571428571429,0.07872049338747855
401,401,Hyundai Accent GLE,Pune,2005,5834,First,13.2,1495,94.0,5.0,0.8,0,1,1,19,0.042105263157894736,0.13712718546451835
402,402,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,First,17.19,1197,81.86,5.0,6.9,0,1,1,7,0.9857142857142858,0.17142857142857143
403,403,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,First,11.5,2996,367.0,5.0,70.99,0,1,0,6,11.831666666666665,3.1696209313747374
404,404,Hyundai EON Magna Plus,Kolkata,2015,20800,Second,21.1,814,55.2,5.0,2.25,0,1,1,9,0.25,0.10817307692307693
405,405,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,First,18.9,1197,81.86,5.0,5.5,0,1,1,6,0.9166666666666666,0.13640196418828432
406,406,Honda City 1.5 EXI S,Mumbai,2013,52576,First,13.0,1493,100.0,5.0,4.35,0,1,1,11,0.39545454545454545,0.08273737066342056
407,407,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,First,16.47,1198,73.9,5.0,2.25,0,1,1,14,0.16071428571428573,0.04090909090909091
408,408,Audi A6 35 TFSI Matrix,Mumbai,2016,47000,First,15.26,1798,187.74,5.0,24.5,0,1,0,8,3.0625,0.5212765957446809
409,409,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,First,15.29,1591,121.3,5.0,12.03,0,1,1,7,1.7185714285714284,0.5193627768423779
410,410,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Second,11.74,1796,186.0,5.0,8.5,0,1,0,13,0.6538461538461539,0.17
411,411,Mini Cooper Convertible S,Mumbai,2014,11900,First,16.82,1998,189.08,4.0,28.5,0,1,0,10,2.85,2.3949579831932772
412,412,Toyota Etios VD,Bangalore,2013,37000,First,23.59,1364,67.04,5.0,5.75,0,0,1,11,0.5227272727272727,0.1554054054054054
413,413,Honda Brio S MT,Delhi,2014,30000,Second,19.4,1198,86.8,5.0,3.2,0,1,1,10,0.32,0.10666666666666666
414,414,Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,First,21.4,1197,83.1,5.0,9.89,0,1,0,6,1.6483333333333334,0.7707894941937495
415,415,Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,First,20.0,1968,138.1,5.0,6.58,0,0,0,12,0.5483333333333333,0.04600851647006999
416,416,Hyundai EON Era Plus,Kochi,2018,13102,First,21.1,814,55.2,5.0,4.06,0,1,1,6,0.6766666666666666,0.3098763547549992
417,417,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,First,20.37,1461,108.45,5.0,13.37,0,0,1,5,2.674,0.535871743486974
418,418,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,First,16.2,2993,258.0,5.0,25.82,0,0,0,13,1.9861538461538462,0.4464656245677134
419,419,Maruti Alto 800 LXI,Kochi,2016,34267,First,22.74,796,47.3,5.0,3.74,0,1,1,8,0.4675,0.10914290717016371
420,420,Volvo V40 D3,Bangalore,2015,33000,Second,16.8,1984,150.0,5.0,22.0,0,0,0,9,2.4444444444444446,0.6666666666666666
421,421,Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,First,18.9,998,67.1,5.0,1.45,0,1,1,17,0.08529411764705883,0.02631578947368421
422,422,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497,78.0,5.0,2.0,0,1,1,16,0.125,0.05
423,423,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,First,13.7,1399,98.79,8.0,3.75,0,1,1,10,0.375,0.25
424,424,Mahindra Bolero ZLX,Coimbatore,2016,82756,First,15.96,2523,62.1,7.0,7.7,0,0,1,8,0.9625,0.09304461307941418
425,425,Hyundai EON D Lite,Hyderabad,2014,20600,First,21.1,814,55.2,5.0,2.6,0,1,1,10,0.26,0.12621359223300974
426,426,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,First,13.0,1591,121.3,5.0,13.77,0,1,0,7,1.967142857142857,0.4597355769230769
427,427,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Second,16.09,1598,103.5,5.0,7.1,0,1,1,7,1.0142857142857142,0.47333333333333333
428,428,Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Second,12.9,1799,130.0,5.0,2.65,0,1,0,16,0.165625,0.04278472020407505
429,429,Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,First,22.3,1248,74.0,5.0,2.5,0,0,1,10,0.25,0.0373134328358209
430,430,Mahindra XUV500 W8 2WD,Kochi,2013,61672,First,16.0,2179,140.0,7.0,7.53,0,0,1,11,0.6845454545454546,0.12209754832014527
431,431,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,First,18.6,1197,81.83,5.0,7.98,0,1,1,7,1.1400000000000001,0.30475463051365287
432,432,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Second,14.16,1968,174.3,5.0,39.0,0,0,0,10,3.9,1.0263157894736843
433,433,Maruti Ritz VXi,Chennai,2011,67000,Second,18.5,1197,85.8,5.0,2.25,0,1,1,13,0.17307692307692307,0.033582089552238806
434,434,Mitsubishi Cedia Sports,Chennai,2010,66000,Second,13.17,1999,114.0,5.0,3.85,0,1,1,14,0.275,0.058333333333333334
435,435,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,First,12.8,2494,102.0,7.0,13.5,0,0,1,9,1.5,0.16690775564704574
436,436,Maruti Celerio LDi,Hyderabad,2016,80219,First,27.62,793,47.0,5.0,3.5,0,0,1,8,0.4375,0.0436305613383363
437,437,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,First,25.1,1248,88.5,5.0,8.92,0,0,1,6,1.4866666666666666,0.6902422038226418
438,438,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,First,15.17,1968,181.0,5.0,20.37,0,0,0,8,2.54625,0.23510537614551835
439,439,BMW 3 Series Luxury Line,Bangalore,2016,19235,First,21.76,1995,190.0,5.0,36.5,0,0,0,8,4.5625,1.8975825318429946
440,440,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,51002,First,11.33,4134,335.2,7.0,48.91,0,0,0,8,6.11375,0.9589820007058546
441,441,Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,First,18.6,1197,81.83,5.0,7.2,0,1,1,8,0.9,1.058823529411765
442,442,Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,First,19.01,1461,108.45,5.0,5.99,0,0,1,12,0.4991666666666667,0.07238758172304197
443,443,Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,51000,First,24.4,1120,71.0,5.0,5.25,0,0,1,8,0.65625,0.10294117647058824
444,444,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,First,22.7,1498,89.84,5.0,6.5,0,0,1,10,0.65,0.20657873828062928
445,445,Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,2013,76476,First,16.47,1198,73.9,5.0,4.4,0,1,1,11,0.4,0.057534389873947385
446,446,Hyundai Grand i10 CRDi Magna,Kolkata,2017,14000,First,24.0,1120,70.0,5.0,4.6,0,0,1,7,0.6571428571428571,0.32857142857142857
447,447,Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,47000,First,21.12,1248,88.8,5.0,2.95,0,0,1,11,0.2681818181818182,0.0627659574468085
448,448,Honda City 1.5 V MT,Kolkata,2011,48466,First,17.0,1497,118.0,5.0,3.26,0,1,1,13,0.25076923076923074,0.067263648743449
449,449,Hyundai Santro Xing GLS,Bangalore,2008,46000,Second,17.92,1086,62.1,5.0,2.22,0,1,1,16,0.13875,0.04826086956521739
450,450,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,162663,First,12.99,2494,100.0,7.0,10.5,0,0,1,12,0.875,0.06455063536268235
451,451,Maruti Ciaz 1.3 S,Coimbatore,2017,25142,First,28.09,1248,88.5,5.0,8.26,0,0,1,7,1.18,0.3285339272929759
452,452,Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,69000,First,12.55,2982,169.0,7.0,14.45,0,0,1,11,1.3136363636363635,0.20942028985507247
453,453,Mercedes-Benz E-Class E 220 d,Kochi,2018,26405,First,12.6,1950,191.34,5.0,51.43,0,1,0,6,8.571666666666667,1.9477371709903426
454,454,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2014,45000,First,15.8,2148,170.0,5.0,23.0,0,0,1,10,2.3,0.5111111111111112
455,455,Skoda Yeti Ambition 4X2,Kolkata,2012,64284,First,17.72,1968,108.49,5.0,5.5,0,0,1,12,0.4583333333333333,0.08555783709787816
456,456,Hyundai Grand i10 Sportz,Delhi,2015,27000,First,18.9,1197,82.0,5.0,4.5,0,1,1,9,0.5,0.16666666666666666
457,457,Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,3678,First,18.16,1196,86.8,5.0,6.8,0,1,1,6,1.1333333333333333,1.848830886351278
458,458,Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,21000,First,16.8,1395,138.02,5.0,8.75,0,1,1,11,0.7954545454545454,0.4166666666666667
459,459,Renault Duster 85PS Diesel RxL Option,Mumbai,2015,67000,Second,19.87,1461,83.8,5.0,7.0,0,0,1,9,0.7777777777777778,0.1044776119402985
460,460,Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,24000,Second,15.68,1999,177.0,5.0,33.5,0,0,0,9,3.7222222222222223,1.3958333333333333
461,461,Ford Figo Diesel EXI,Chennai,2011,75000,Second,20.0,1399,68.0,5.0,2.25,0,0,1,13,0.17307692307692307,0.030000000000000002
462,462,Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,179000,Second,12.8,2953,156.0,7.0,4.24,0,0,0,16,0.265,0.023687150837988828
463,463,Toyota Fortuner 4x4 MT,Coimbatore,2017,47198,First,12.55,2982,168.5,7.0,28.42,0,0,1,7,4.0600000000000005,0.6021441586507903
464,464,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,52000,First,22.07,1199,73.9,5.0,2.75,0,0,1,12,0.22916666666666666,0.052884615384615384
465,465,Maruti Ritz VDi,Jaipur,2011,91000,First,23.2,1248,73.94,5.0,3.0,0,0,1,13,0.23076923076923078,0.03296703296703296
466,466,Nissan Micra Diesel XV Premium,Pune,2013,60000,First,23.08,1461,63.1,5.0,3.55,0,0,1,11,0.3227272727272727,0.059166666666666666
467,467,Hyundai Verna 1.6 SX,Kolkata,2013,37873,First,22.32,1582,126.32,5.0,4.8,0,0,1,11,0.43636363636363634,0.12673936577509043
468,468,BMW 5 Series 2003-2012 523i,Kolkata,2011,31000,First,10.8,2497,150.0,5.0,13.5,0,1,0,13,1.0384615384615385,0.43548387096774194
469,469,Mercedes-Benz GLS 350d 4MATIC,Pune,2017,129000,First,11.0,2987,258.0,7.0,56.0,0,0,0,7,8.0,0.43410852713178294
470,470,Honda CR-V 2.4L 4WD AT,Hyderabad,2004,78000,First,12.0,2354,187.4,5.0,3.99,0,1,0,20,0.1995,0.05115384615384616
471,471,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,32000,First,17.01,1582,126.2,5.0,15.5,0,0,0,8,1.9375,0.484375
472,472,Hyundai i10 Era,Jaipur,2010,59000,Second,19.81,1086,68.05,5.0,2.32,0,1,1,14,0.1657142857142857,0.03932203389830508
473,473,Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,35437,First,20.0,2143,136.0,5.0,18.58,0,0,0,8,2.3225,0.5243107486525382
474,474,Maruti Ertiga VXI,Jaipur,2014,98000,First,16.02,1373,93.7,7.0,5.5,0,1,1,10,0.55,0.05612244897959184
475,475,Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,72000,Second,18.7,1896,66.0,5.0,3.2,0,0,1,18,0.17777777777777778,0.044444444444444446
476,476,Honda Amaze VX i-Vtech,Pune,2015,79000,First,18.0,1198,86.7,5.0,4.0,0,1,1,9,0.4444444444444444,0.05063291139240507
477,477,Maruti Zen LXi BSII,Chennai,2004,29000,First,17.3,993,60.0,5.0,1.6,0,1,1,20,0.08,0.055172413793103454
478,478,Maruti SX4 ZXI MT BSIV,Kochi,2013,66012,First,15.5,1586,103.3,5.0,4.15,0,1,1,11,0.3772727272727273,0.06286735745016059
479,479,Honda Brio VX AT,Mumbai,2014,35000,First,16.5,1198,86.8,5.0,4.25,0,1,0,10,0.425,0.12142857142857143
480,480,Maruti Wagon R VXI,Ahmedabad,2011,75000,First,18.9,998,67.1,5.0,2.6,0,1,1,13,0.2,0.034666666666666665
481,481,Toyota Camry A/T,Mumbai,2008,80000,Second,12.1,2362,164.7,5.0,3.43,0,1,0,16,0.214375,0.042874999999999996
482,482,Chevrolet Beat LS,Kochi,2012,32717,First,18.6,1199,79.4,5.0,2.55,0,1,1,12,0.2125,0.07794113152183879
483,483,Toyota Fortuner 4x4 AT,Delhi,2017,25000,First,12.55,2982,168.5,7.0,32.0,0,0,0,7,4.571428571428571,1.28
484,484,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,79000,First,22.7,1498,89.84,5.0,6.25,0,0,1,10,0.625,0.07911392405063292
485,485,Maruti Swift Vdi BSIII,Hyderabad,2010,86000,Second,17.8,1248,75.0,5.0,3.6,0,0,1,14,0.2571428571428572,0.04186046511627907
486,486,Mercedes-Benz S Class 2005 2013 S 350 CDI,Pune,2010,137000,First,13.5,2987,282.0,5.0,18.5,0,0,0,14,1.3214285714285714,0.13503649635036497
487,487,Honda Mobilio S i VTEC,Mumbai,2015,25000,Second,17.3,1497,117.3,7.0,4.25,0,1,1,9,0.4722222222222222,0.17
488,488,Hyundai Grand i10 Sportz,Mumbai,2017,8500,Second,18.9,1197,82.0,5.0,4.8,0,1,1,7,0.6857142857142857,0.5647058823529412
489,489,Mahindra XUV500 AT W8 FWD,Bangalore,2015,34000,First,16.0,2179,140.0,7.0,13.0,0,0,0,9,1.4444444444444444,0.3823529411764706
490,490,Skoda Fabia 1.6 MPI Elegance,Pune,2012,41629,Second,14.83,1598,105.0,5.0,2.25,0,1,1,12,0.1875,0.05404886016959331
491,491,Hyundai Santro Xing GLS,Hyderabad,2009,80227,First,17.92,1086,62.1,5.0,2.3,0,1,1,15,0.15333333333333332,0.028668652697969508
492,492,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2019,8587,First,15.29,1591,121.3,5.0,13.56,0,1,1,5,2.712,1.5791312449050892
493,493,Mahindra Scorpio 1.99 S8,Delhi,2017,30000,First,15.4,1997,120.0,7.0,12.25,0,0,1,7,1.75,0.4083333333333334
494,494,Skoda Rapid 1.6 TDI Ambition,Pune,2013,64186,First,20.5,1598,103.5,5.0,3.76,0,0,1,11,0.3418181818181818,0.058579752594023614
495,495,Renault Duster 110PS Diesel RxZ,Coimbatore,2015,76427,First,19.01,1461,108.45,5.0,8.58,0,0,1,9,0.9533333333333334,0.1122639904745705
496,496,BMW X5 xDrive 30d,Hyderabad,2011,75000,First,11.7,2993,245.0,5.0,27.5,0,0,0,13,2.1153846153846154,0.3666666666666667
497,497,Toyota Etios G,Coimbatore,2013,27075,First,17.6,1496,88.73,5.0,4.95,0,1,1,11,0.45,0.18282548476454294
498,498,Maruti Wagon R LXI,Ahmedabad,2012,30000,First,22.5,998,67.04,5.0,3.3,0,1,1,12,0.27499999999999997,0.10999999999999999
499,499,Hyundai Creta 1.6 SX,Chennai,2016,69434,First,15.8,1591,121.3,5.0,8.0,0,1,1,8,1.0,0.11521732868623441
500,500,Maruti Celerio VXI,Jaipur,2014,56000,First,23.1,998,67.04,5.0,2.79,0,1,1,10,0.279,0.04982142857142857
501,501,Land Rover Range Rover HSE Dynamic,Coimbatore,2017,49275,First,12.7,2179,187.7,5.0,45.64,0,0,0,7,6.5200000000000005,0.9262303399289701
502,502,Chevrolet Beat LT,Pune,2014,8700,First,18.6,1199,76.8,5.0,2.55,0,1,1,10,0.255,0.29310344827586204
503,503,Tata Nano Twist XT,Ahmedabad,2014,18000,Second,25.4,624,37.5,4.0,1.0,0,1,1,10,0.1,0.05555555555555556
504,504,Audi A6 2011-2015 35 TDI Technology,Coimbatore,2017,41041,First,17.68,1968,174.33,5.0,37.56,0,0,0,7,5.365714285714286,0.9151823785970129
505,505,Mercedes-Benz E-Class 280 CDI,Kochi,2009,80464,Second,11.0,2987,198.5,5.0,9.29,0,0,0,15,0.6193333333333333,0.115455358918274
506,506,Maruti Swift VXI,Kochi,2019,20667,First,22.0,1197,81.8,5.0,6.37,0,1,1,5,1.274,0.3082208351478202
507,507,Fiat Linea T Jet,Coimbatore,2013,60283,First,14.6,1368,112.0,5.0,2.98,0,1,1,11,0.27090909090909093,0.04943350530000166
508,508,Maruti Swift VXI Optional,Kochi,2017,31696,First,20.4,1197,81.8,5.0,5.75,0,1,1,7,0.8214285714285714,0.18141090358404846
509,509,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,100000,First,11.5,2982,171.0,7.0,13.0,0,0,1,14,0.9285714285714286,0.12999999999999998
510,510,Maruti Ertiga ZXI,Mumbai,2014,13361,First,16.02,1373,93.7,7.0,6.8,0,1,1,10,0.6799999999999999,0.5089439413217572
511,511,BMW 3 Series 320i Sedan,Coimbatore,2010,48394,First,12.05,1995,154.0,5.0,10.49,0,1,0,14,0.7492857142857143,0.21676240856304502
512,512,Maruti Ertiga VXI,Jaipur,2014,47399,First,16.02,1373,93.7,7.0,5.6,0,1,1,10,0.5599999999999999,0.11814595244625414
513,513,Honda City 1.5 V AT,Mumbai,2010,69000,Second,16.8,1497,118.0,5.0,2.85,0,1,0,14,0.20357142857142857,0.04130434782608696
514,514,Hyundai Santa Fe 4X4,Coimbatore,2013,65278,First,14.66,2199,194.3,7.0,8.36,0,0,1,11,0.7599999999999999,0.1280676491314072
515,515,Tata Indigo LS,Jaipur,2005,108000,First,17.0,1405,70.0,5.0,1.0,0,0,1,19,0.05263157894736842,0.009259259259259259
516,516,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Kolkata,2010,50645,Second,10.93,2497,204.0,5.0,10.75,0,1,0,14,0.7678571428571429,0.21226182248988054
517,517,Maruti Swift Dzire LDi,Hyderabad,2011,130002,First,19.3,1248,73.9,5.0,3.85,0,0,1,13,0.29615384615384616,0.02961492900109229
518,518,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2012,107000,First,17.8,1399,67.0,5.0,3.0,0,0,1,12,0.25,0.028037383177570093
519,519,Honda City i VTEC CVT VX,Coimbatore,2015,41950,First,18.0,1497,117.3,5.0,9.6,0,1,0,9,1.0666666666666667,0.22884386174016685
520,520,Toyota Fortuner 4x2 Manual,Delhi,2012,109000,First,13.0,2982,168.5,7.0,13.25,0,0,1,12,1.1041666666666667,0.12155963302752293
521,521,Honda Amaze VX O i VTEC,Mumbai,2016,9000,First,18.0,1198,86.7,5.0,5.75,0,1,1,8,0.71875,0.638888888888889
522,522,Hyundai i20 Asta 1.4 CRDi,Delhi,2014,43900,First,22.54,1396,88.73,5.0,6.75,0,0,1,10,0.675,0.15375854214123005
523,523,Chevrolet Enjoy TCDi LTZ 7 Seater,Bangalore,2013,64000,Second,18.2,1248,73.8,7.0,4.85,0,0,1,11,0.44090909090909086,0.07578125
524,524,Mercedes-Benz New C-Class Progressive C 200,Kochi,2019,13190,First,0.0,1950,181.43,5.0,38.99,0,1,0,5,7.798,2.956027293404094
525,525,Maruti SX4 ZXI AT Leather,Mumbai,2009,77652,First,12.6,1586,103.2,5.0,2.85,0,1,0,15,0.19,0.036702209859372587
526,526,Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2012,55000,First,12.99,2494,100.0,7.0,9.51,0,0,1,12,0.7925,0.17290909090909093
527,527,BMW 5 Series 2003-2012 520d,Ahmedabad,2012,59900,Second,18.48,1995,177.0,5.0,18.5,0,0,0,12,1.5416666666666667,0.3088480801335559
528,528,Renault Duster 110PS Diesel RxZ,Delhi,2015,73539,First,19.01,1461,108.45,5.0,6.75,0,0,1,9,0.75,0.09178803084077836
529,529,BMW X1 sDrive 20d xLine,Coimbatore,2017,31645,First,20.68,1995,190.0,5.0,29.4,0,0,0,7,4.2,0.9290567230210143
530,530,Honda City ZX GXi,Kochi,2009,69690,First,17.7,1497,78.0,5.0,3.29,0,1,1,15,0.21933333333333332,0.047209068732960255
531,531,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,41000,First,28.09,1248,88.5,5.0,9.5,0,0,1,8,1.1875,0.23170731707317072
532,532,Maruti Swift Dzire VXi,Pune,2010,109200,Second,17.5,1298,85.8,5.0,2.2,0,1,1,14,0.15714285714285717,0.020146520146520148
533,533,Mahindra XUV500 W6 2WD,Pune,2012,80000,First,15.1,2179,140.0,7.0,6.5,0,0,1,12,0.5416666666666666,0.08125
534,534,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2007,51000,First,13.5,1799,130.0,5.0,4.9,0,1,1,17,0.2882352941176471,0.09607843137254903
535,535,Maruti Ertiga ZDI,Pune,2013,105000,Second,25.47,1248,88.5,7.0,6.75,0,0,1,11,0.6136363636363636,0.0642857142857143
536,536,Toyota Etios Liva GD,Chennai,2013,179000,First,23.59,1364,67.04,5.0,3.8,0,0,1,11,0.34545454545454546,0.021229050279329607
537,537,Audi TT 2.0 TFSI,Delhi,2013,12100,First,9.9,1984,207.8,2.0,29.5,0,1,0,11,2.6818181818181817,2.43801652892562
538,538,Skoda Rapid 1.5 TDI Style,Hyderabad,2017,31000,First,21.13,1498,108.4,5.0,10.5,0,0,1,7,1.5,0.33870967741935487
539,539,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,50000,First,20.14,1498,88.8,5.0,6.2,0,0,1,9,0.6888888888888889,0.124
540,540,Skoda Laura 1.9 TDI AT Elegance,Jaipur,2009,48000,First,17.0,1896,105.0,5.0,5.0,0,0,0,15,0.3333333333333333,0.10416666666666667
541,541,Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007,35000,First,19.2,1461,65.0,5.0,2.3,0,0,1,17,0.13529411764705881,0.06571428571428571
542,542,Toyota Innova Crysta 2.8 GX AT,Ahmedabad,2016,100200,First,11.36,2755,171.5,7.0,17.0,0,0,0,8,2.125,0.16966067864271456
543,543,BMW 3 Series 320d Luxury Line,Bangalore,2014,47000,First,18.88,1995,184.0,5.0,25.5,0,0,0,10,2.55,0.5425531914893617
544,544,Honda Jazz 1.5 S i DTEC,Jaipur,2015,63642,First,27.3,1498,98.6,5.0,5.65,0,0,1,9,0.6277777777777778,0.08877785110461645
545,545,Honda Amaze VX i-DTEC,Kochi,2015,62550,First,25.8,1498,98.6,5.0,5.6,0,0,1,9,0.6222222222222222,0.08952837729816146
546,546,Jaguar XF 2.2 Litre Luxury,Kochi,2015,37340,First,16.36,2179,187.7,5.0,29.98,0,0,0,9,3.3311111111111114,0.8028923406534547
547,547,Maruti Swift Dzire VDI,Coimbatore,2016,38461,First,26.59,1248,74.0,5.0,7.39,0,0,1,8,0.92375,0.19214268999765996
548,548,Jeep Compass 2.0 Limited,Jaipur,2018,29000,First,17.1,1956,170.0,5.0,19.0,0,0,1,6,3.1666666666666665,0.6551724137931035
549,549,Toyota Corolla Altis 1.8 Sport,Pune,2010,31000,First,12.5,1794,132.0,5.0,5.0,0,1,1,14,0.35714285714285715,0.16129032258064516
550,550,Honda City 1.5 V MT,Kolkata,2011,42086,First,17.0,1497,118.0,5.0,3.35,0,1,1,13,0.2576923076923077,0.07959891650430072
551,551,Maruti Swift ZXI,Chennai,2013,49000,First,18.6,1197,85.8,5.0,4.45,0,1,1,11,0.40454545454545454,0.09081632653061225
552,552,Hyundai Verna 1.6 SX CRDI (O) AT,Coimbatore,2019,77240,First,22.32,1582,126.32,5.0,8.31,0,0,0,5,1.6620000000000001,0.10758674262040394
553,553,Mahindra Bolero ZLX,Jaipur,2012,105000,Second,15.96,2523,62.1,7.0,6.0,0,0,1,12,0.5,0.05714285714285714
554,554,Maruti Swift VDI,Chennai,2014,35000,First,22.9,1248,74.0,5.0,5.25,0,0,1,10,0.525,0.15
