,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age
909,909,Maruti Baleno Alpha Diesel,Kolkata,2016,29000,First,27.39,1248,74.0,5.0,6.5,0,0,1,8
910,910,Maruti Ciaz ZDi SHVS,Ahmedabad,2016,56000,First,28.09,1248,88.5,5.0,7.5,0,0,1,8
911,911,Maruti SX4 Vxi BSIII,Jaipur,2007,76000,Second,15.0,1586,104.68,5.0,2.15,0,1,1,17
912,912,Hyundai Elantra CRDi SX,Coimbatore,2015,53615,First,22.7,1582,126.24,5.0,8.44,0,0,1,9
913,913,Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,First,13.5,2477,175.56,7.0,12.49,0,0,1,11
914,914,Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,First,17.0,1198,73.75,5.0,5.48,0,1,1,7
915,915,Maruti Ritz VXi,Hyderabad,2013,35433,First,18.5,1197,85.8,5.0,4.2,0,1,1,11
916,916,Hyundai Verna CRDi SX,Hyderabad,2013,82966,First,16.8,1493,110.0,5.0,7.2,0,0,1,11
917,917,Maruti Swift Dzire Tour LDI,Jaipur,2014,96000,First,23.4,1248,74.0,5.0,4.8,0,0,1,10
918,918,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,First,25.32,1198,77.0,6.0,5.83,0,0,1,7
919,919,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,First,13.68,2393,147.8,7.0,18.39,0,0,1,6
920,920,Maruti Baleno Delta 1.2,Pune,2016,14930,First,21.4,1197,83.1,5.0,5.85,0,1,1,8
921,921,Honda Jazz VX Diesel,Mumbai,2016,38000,First,27.3,1498,98.6,5.0,6.21,0,0,1,8
922,922,Hyundai i20 1.2 Asta,Delhi,2013,71000,First,17.0,1197,80.0,5.0,3.65,0,1,1,11
923,923,Hyundai i20 Sportz Diesel,Delhi,2012,71000,First,23.0,1396,90.0,5.0,3.7,0,0,1,12
924,924,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Pune,2015,50000,First,19.27,2143,167.62,5.0,30.0,0,0,0,9
925,925,Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,First,19.1,1197,82.0,5.0,4.85,0,1,1,8
926,926,Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,First,18.9,1197,82.0,5.0,6.93,0,1,0,7
927,927,Maruti Alto 800 VXI,Kolkata,2016,26000,First,22.74,796,47.3,5.0,2.6,0,1,1,8
928,928,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,First,18.2,1199,82.5,5.0,1.89,0,1,1,10
929,929,Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,First,0.0,1950,194.0,5.0,39.5,0,0,0,6
930,930,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,First,13.7,1798,157.75,5.0,10.0,0,1,0,12
931,931,Audi A4 2.0 TDI,Kolkata,2009,34000,First,16.55,1968,147.51,5.0,9.95,0,0,0,15
932,932,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Second,12.8,2494,102.0,8.0,9.45,0,0,1,10
933,933,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,13689,First,17.9,2143,136.0,5.0,28.25,0,0,0,7
934,934,Hyundai i10 Era,Jaipur,2008,84000,Second,19.81,1086,68.05,5.0,1.8,0,1,1,16
935,935,Maruti Swift Dzire VXi,Kolkata,2008,47000,Second,17.5,1298,85.8,5.0,1.4,0,1,1,16
936,936,Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,First,21.66,1498,103.52,5.0,7.25,0,0,0,9
937,937,Maruti Ritz VDi,Hyderabad,2012,96000,First,21.1,1248,73.9,5.0,3.6,0,0,1,12
938,938,Hyundai Accent GLS 1.6,Jaipur,2004,47300,Second,14.4,1599,94.0,5.0,1.2,0,1,1,20
939,939,Honda Amaze SX i-VTEC,Coimbatore,2014,28246,Second,17.8,1198,86.7,5.0,4.94,0,1,1,10
940,940,Maruti Wagon R LXI,Delhi,2007,65000,Second,18.9,998,67.1,5.0,1.25,0,1,1,17
941,941,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Second,22.07,1199,73.9,5.0,4.8,0,0,1,11
942,942,Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,First,12.62,2198,158.0,7.0,31.15,0,0,0,5
943,943,Hyundai i20 1.2 Sportz,Pune,2011,41980,Second,17.0,1197,80.0,5.0,3.3,0,1,1,13
944,944,Chevrolet Beat Diesel PS,Bangalore,2012,65000,First,25.44,936,57.6,5.0,2.4,0,0,1,12
945,945,Honda Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,First,14.8,1799,130.2,5.0,2.0,0,1,1,14
946,946,Maruti Wagon R VXI BS IV,Pune,2014,51000,First,20.51,998,67.04,5.0,3.1,0,1,1,10
947,947,Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,First,15.0,1598,103.6,5.0,5.09,0,1,1,10
948,948,Maruti Baleno Vxi - BSIII,Pune,2006,146000,Second,15.4,1590,94.0,5.0,1.05,0,1,1,18
949,949,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Second,22.77,1498,98.59,5.0,7.0,0,0,1,9
950,950,Hyundai Accent GLE,Ahmedabad,2010,58000,Second,13.2,1495,94.0,5.0,2.5,0,1,1,14
951,951,BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,First,22.48,1995,190.0,5.0,17.5,0,0,0,12
952,952,Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,First,20.92,998,67.1,5.0,2.1,0,1,1,13
953,953,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,First,15.73,1968,174.33,5.0,17.75,0,0,0,11
954,954,Toyota Corolla H4,Bangalore,2005,67000,Second,11.3,1794,125.0,5.0,2.45,0,1,0,19
955,955,Volvo XC60 D5,Pune,2011,106976,First,13.5,2400,215.0,5.0,13.8,0,0,0,13
956,956,Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,First,27.3,1498,98.6,5.0,5.85,0,0,1,8
957,957,Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,First,28.09,1248,88.5,5.0,8.9,0,0,1,7
958,958,Maruti Swift VXI BSIV,Mumbai,2016,9107,First,20.4,1197,81.8,5.0,5.15,0,1,1,8
959,959,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,First,19.27,2143,170.0,5.0,16.56,0,0,0,9
960,960,Maruti Wagon R VXI Minor,Chennai,2010,134000,Second,18.9,1061,67.0,5.0,1.65,0,1,1,14
961,961,Mercedes-Benz A Class A180 Sport,Pune,2015,11000,First,15.5,1595,120.7,5.0,16.0,0,1,0,9
962,962,Hyundai Santro Xing GL,Pune,2008,93000,First,0.0,1086,62.0,5.0,1.45,0,1,1,16
963,963,Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,First,26.59,1248,74.0,5.0,8.08,0,0,0,7
964,964,Hyundai Grand i10 AT Asta,Pune,2014,37632,First,18.9,1197,82.0,5.0,4.5,0,1,0,10
965,965,Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Second,16.95,1498,97.7,5.0,4.3,0,1,1,11
966,966,Maruti A-Star Lxi,Hyderabad,2010,81448,First,19.0,998,66.1,5.0,2.6,0,1,1,14
967,967,Renault KWID RXT Optional,Hyderabad,2018,1900,First,25.17,799,53.3,5.0,4.45,0,1,1,6
968,968,Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,First,17.1,1591,121.4,5.0,5.37,0,1,0,12
969,969,Maruti Wagon R LXI Minor,Chennai,2008,55000,Second,18.9,1061,67.0,5.0,1.75,0,1,1,16
970,970,BMW 3 Series 320d Sport Line,Kolkata,2013,21983,First,18.88,1995,184.0,5.0,16.5,0,0,0,11
971,971,BMW 5 Series 2003-2012 520d,Delhi,2013,76000,First,18.48,1995,177.0,5.0,19.0,0,0,0,11
972,972,Tata Indigo CS eVX,Jaipur,2016,65000,First,25.0,1396,69.01,5.0,2.8,0,0,1,8
973,973,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,First,22.54,1396,88.73,5.0,6.2,0,0,1,9
974,974,Maruti Omni E MPI STD BS IV,Kochi,2019,11571,First,16.8,796,34.2,8.0,3.8,0,1,1,5
975,975,Maruti Swift ZDi,Hyderabad,2014,81000,First,25.2,1248,74.0,5.0,6.1,0,0,1,10
976,976,Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,First,23.0,1498,98.96,5.0,11.65,0,0,1,5
977,977,Honda Brio VX AT,Mumbai,2014,26856,First,16.5,1198,86.8,5.0,4.15,0,1,0,10
978,978,Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,First,13.68,2393,147.8,7.0,16.5,0,0,1,7
979,979,Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Second,10.5,2179,120.0,8.0,4.3,0,0,1,16
980,980,Hyundai i20 1.2 Magna,Kolkata,2010,18000,First,18.5,1197,80.0,5.0,2.25,0,1,1,14
981,981,Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,First,22.32,1582,126.32,5.0,6.75,0,0,1,10
982,982,Mahindra XUV500 W6 2WD,Chennai,2014,80000,First,15.1,2179,140.0,7.0,9.4,0,0,1,10
983,983,Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,First,20.64,1498,108.5,5.0,5.39,0,0,1,10
984,984,Maruti Swift Dzire VDI Optional,Kochi,2019,18592,First,26.59,1248,74.0,5.0,8.51,0,0,1,5
985,985,Tata Manza Aura Safire BS IV,Pune,2010,75695,First,13.7,1368,88.8,5.0,1.85,0,1,1,14
986,986,Maruti Swift VDI,Kolkata,2012,82000,Second,22.9,1248,74.0,5.0,2.5,0,0,1,12
987,987,Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,First,22.07,1199,73.9,5.0,4.75,0,0,1,11
988,988,Honda City 1.5 V MT,Pune,2009,138000,Second,17.0,1497,118.0,5.0,3.5,0,1,1,15
989,989,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,First,23.0,1396,90.0,5.0,5.5,0,0,1,10
990,990,Honda City 1.5 V MT,Coimbatore,2012,42750,First,17.0,1497,118.0,5.0,6.33,0,1,1,12
991,991,Chevrolet Beat Diesel,Kochi,2014,52398,First,25.44,936,57.6,5.0,2.47,0,0,1,10
992,992,Chevrolet Spark 1.0 LS,Kochi,2014,36657,First,16.2,995,62.1,5.0,3.3,0,1,1,10
993,993,Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Second,11.57,2179,138.1,7.0,3.5,0,0,1,13
994,994,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2014,85000,First,11.3,2987,254.8,7.0,38.75,0,0,0,10
995,995,BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,First,11.5,2993,235.0,5.0,7.99,0,0,0,16
996,996,Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,First,14.24,2755,174.5,7.0,13.28,0,0,1,11
997,997,BMW X1 sDrive 18i,Pune,2012,80000,First,11.25,1995,150.0,5.0,9.5,0,1,0,12
998,998,Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,First,20.37,1461,108.45,5.0,14.01,0,0,1,5
999,999,Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,First,24.4,1120,71.0,5.0,6.99,0,0,1,8
1000,1000,BMW 3 Series 320d,Hyderabad,2010,105000,Second,13.2,1995,170.0,5.0,11.0,0,0,0,14
1001,1001,BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Second,10.8,2497,215.0,5.0,11.0,0,1,0,16
1002,1002,Nissan Micra XE,Pune,2010,85046,Second,18.06,1198,75.0,5.0,2.3,0,1,1,14
1003,1003,Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,First,16.36,2179,187.7,5.0,26.5,0,0,0,10
1004,1004,Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,First,10.2,4367,308.0,7.0,67.0,0,0,0,13
1005,1005,Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,First,16.0,1368,160.0,5.0,17.75,0,1,0,7
1006,1006,Honda CR-V 2.4 AT,Delhi,2010,94000,Second,10.1,2354,152.0,5.0,4.8,0,1,0,14
1007,1007,Maruti Swift VXI,Coimbatore,2013,61110,First,18.6,1197,85.8,5.0,4.57,0,1,1,11
1008,1008,Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,First,24.4,1120,71.0,5.0,3.5,0,0,1,8
1009,1009,Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,First,19.01,1461,108.5,5.0,7.61,0,0,1,9
1010,1010,Audi A4 35 TDI Technology,Hyderabad,2015,45000,First,18.25,1968,187.74,5.0,25.0,0,0,0,9
1011,1011,Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,First,18.9,1197,82.0,5.0,5.88,0,1,1,8
1012,1012,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,First,12.99,2494,100.6,8.0,13.5,0,0,1,9
1013,1013,Hyundai i20 1.2 Magna,Kolkata,2015,35000,First,18.5,1197,80.0,5.0,4.6,0,1,1,9
1014,1014,Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,First,22.77,1498,98.59,5.0,4.9,0,0,1,11
1015,1015,Honda City 1.5 S MT,Hyderabad,2012,67635,First,17.0,1497,118.0,5.0,5.25,0,1,1,12
1016,1016,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,First,14.8,1497,121.36,5.0,12.41,0,1,0,6
1017,1017,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,First,22.07,1199,73.9,5.0,3.8,0,0,1,10
1018,1018,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,First,19.27,2143,170.0,5.0,8.95,0,0,0,14
1019,1019,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,First,22.7,1498,89.84,5.0,7.2,0,0,1,11
1020,1020,Tata Indigo GLE,Hyderabad,2017,23228,First,14.4,1396,65.0,5.0,4.5,0,1,1,7
1021,1021,Maruti Swift Dzire LDI,Delhi,2014,68462,First,26.59,1248,74.0,5.0,4.15,0,0,1,10
1022,1022,Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,First,25.1,1248,88.5,5.0,7.94,0,0,1,8
1023,1023,Renault Duster 110PS Diesel RxZ Pack,Pune,2014,90000,First,19.01,1461,108.45,5.0,7.25,0,0,1,10
1024,1024,Maruti Wagon R VXI,Delhi,2016,22000,First,18.9,998,67.1,5.0,3.7,0,1,1,8
1025,1025,Hyundai Santro Xing GL,Hyderabad,2010,58163,First,0.0,1086,62.0,5.0,2.45,0,1,1,14
1026,1026,Chevrolet Beat Diesel LT,Chennai,2011,109500,Third,25.44,936,57.6,5.0,1.5,0,0,1,13
1027,1027,Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,First,16.0,1997,140.0,7.0,12.0,0,0,1,7
1028,1028,Hyundai i10 Era 1.1,Delhi,2012,51000,Second,19.81,1086,68.05,5.0,2.2,0,1,1,12
1029,1029,Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,First,13.93,2179,138.0,7.0,3.6,0,0,1,17
1030,1030,Hyundai i10 Sportz,Kolkata,2009,43002,First,20.36,1197,78.9,5.0,1.92,0,1,1,15
1031,1031,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,First,11.36,2755,171.5,7.0,20.5,0,0,0,8
1032,1032,Skoda Laura Elegance MT,Jaipur,2010,82407,First,17.5,1896,106.0,5.0,4.25,0,0,1,14
1033,1033,Hyundai Grand i10 Sportz,Kolkata,2013,29000,First,18.9,1197,82.0,5.0,3.2,0,1,1,11
1034,1034,Maruti Swift Dzire VDI,Kolkata,2014,45000,First,23.4,1248,74.0,5.0,3.85,0,0,1,10
1035,1035,Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,First,23.0,1396,90.0,5.0,3.48,0,0,1,14
1036,1036,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Second,25.83,1498,99.0,5.0,4.55,0,0,1,7
1037,1037,Maruti Ertiga VDI,Pune,2016,130000,First,25.47,1248,88.5,7.0,7.0,0,0,1,8
1038,1038,Maruti Ertiga ZDI,Ahmedabad,2013,67443,First,20.77,1248,88.8,7.0,5.75,0,0,1,11
1039,1039,Honda City 1.5 V AT Sunroof,Kochi,2016,47681,First,16.8,1497,116.3,5.0,8.73,0,1,0,8
1040,1040,Maruti Alto LXi BSIII,Hyderabad,2009,35000,First,19.7,796,46.3,5.0,1.7,0,1,1,15
1041,1041,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,First,10.91,3198,197.0,7.0,29.5,0,0,0,8
1042,1042,Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,First,24.3,1248,88.5,5.0,10.49,0,0,1,5
1043,1043,Porsche Boxster S tiptronic,Kolkata,2015,10512,First,8.6,2706,265.0,2.0,64.0,0,1,0,9
1044,1044,Maruti Swift ZDi,Pune,2016,58000,First,22.9,1248,74.0,5.0,7.55,0,0,1,8
1045,1045,Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,First,17.57,1193,88.7,5.0,3.95,0,1,1,10
1046,1046,Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Fourth & Above,17.0,1197,80.0,5.0,3.25,0,1,1,14
1047,1047,Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,First,19.4,1422,70.0,5.0,2.75,0,0,1,15
1048,1048,Toyota Corolla Altis D-4D J,Kolkata,2015,45000,First,21.43,1364,87.2,5.0,7.35,0,0,1,9
1049,1049,Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,First,17.0,1198,73.75,5.0,4.7,0,1,1,7
1050,1050,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Second,15.29,1591,121.3,5.0,8.77,0,1,1,8
1051,1051,Hyundai i10 Magna 1.2,Kochi,2013,46821,First,20.36,1197,78.9,5.0,3.42,0,1,1,11
1052,1052,Chevrolet Beat LS,Kolkata,2015,120000,First,18.6,1199,76.8,5.0,2.5,0,1,1,9
1053,1053,Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,First,14.74,2993,270.9,5.0,20.0,0,0,0,12
1054,1054,Nissan Terrano XL,Mumbai,2014,40000,First,13.24,1598,102.5,5.0,5.25,0,1,1,10
1055,1055,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Second,15.73,1968,174.33,5.0,14.5,0,0,0,11
1056,1056,Hyundai i10 Asta AT,Mumbai,2011,64984,First,16.95,1197,78.9,5.0,3.45,0,1,0,13
1057,1057,Maruti Alto K10 VXI AGS,Pune,2015,73204,First,24.07,998,67.1,5.0,3.3,0,1,0,9
1058,1058,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,First,11.33,4134,335.2,7.0,51.0,0,0,0,10
1059,1059,Maruti Vitara Brezza VDi,Kolkata,2017,35000,First,24.3,1248,88.5,5.0,6.5,0,0,1,7
1060,1060,Hyundai EON D Lite Plus,Hyderabad,2013,17729,First,21.1,814,55.2,5.0,3.65,0,1,1,11
1061,1061,Mahindra XUV300 W8 Diesel,Chennai,2012,97000,First,20.0,1497,115.0,5.0,7.25,0,0,1,12
1062,1062,Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,First,22.0,1582,126.2,5.0,6.01,0,0,1,10
1063,1063,Maruti Wagon R VXI,Kolkata,2015,14000,First,18.9,998,67.1,5.0,2.8,0,1,1,9
1064,1064,Hyundai i20 Sportz Option,Chennai,2012,50000,First,17.0,1197,80.0,5.0,4.0,0,1,1,12
1065,1065,Honda City i VTEC V,Delhi,2014,62505,First,17.4,1497,117.3,5.0,5.95,0,1,1,10
1066,1066,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Second,12.8,2494,102.0,7.0,9.2,0,0,1,13
1067,1067,Hyundai Verna CRDi SX,Pune,2012,94900,First,16.8,1493,110.0,5.0,5.35,0,0,1,12
1068,1068,Tata Hexa XT,Delhi,2017,55000,First,17.6,2179,153.86,7.0,12.0,0,0,1,7
1069,1069,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Second,12.07,2967,241.4,7.0,38.94,0,0,0,9
1070,1070,Maruti Wagon R VXI,Coimbatore,2008,53934,Second,18.9,998,67.1,5.0,2.69,0,1,1,16
1071,1071,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Second,17.09,1995,218.0,5.0,27.5,0,0,0,11
1072,1072,Honda Amaze EX i-Vtech,Kolkata,2014,48000,First,18.0,1198,86.7,5.0,2.75,0,1,1,10
1073,1073,Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,First,24.7,796,47.3,5.0,2.8,0,1,1,8
1074,1074,Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,First,17.01,1591,121.3,5.0,6.45,0,1,1,8
1075,1075,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,First,23.84,1199,84.0,5.0,5.88,0,1,1,6
1076,1076,Maruti Swift LXI,Pune,2013,32953,First,18.6,1197,85.8,5.0,4.65,0,1,1,11
1077,1077,Hyundai EON Era,Jaipur,2014,18000,First,21.1,814,55.2,5.0,2.5,0,1,1,10
1078,1078,Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,First,12.6,1950,191.34,5.0,51.35,0,1,0,6
1079,1079,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,First,22.54,1396,88.73,5.0,6.85,0,0,1,8
1080,1080,Toyota Etios VD,Chennai,2012,48000,First,23.59,1364,67.05,5.0,5.25,0,0,1,12
1081,1081,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,First,21.43,1364,87.2,5.0,9.23,0,0,1,10
1082,1082,Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,First,20.7,1496,113.98,5.0,22.0,0,0,0,10
1083,1083,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,First,20.14,1498,88.8,5.0,5.19,0,0,1,10
1084,1084,Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,First,13.7,1798,157.75,5.0,4.35,0,1,0,15
1085,1085,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,First,10.0,2148,170.0,5.0,24.5,0,0,0,11
1086,1086,Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,First,17.8,1248,75.0,5.0,5.75,0,0,1,9
1087,1087,Honda City i VTEC CVT VX,Kochi,2016,58197,First,18.0,1497,117.3,5.0,9.19,0,1,0,8
1088,1088,BMW 7 Series 2007-2012 740Li,Pune,2008,66000,Second,8.45,2979,321.0,5.0,10.75,0,1,0,16
1089,1089,Hyundai i10 Magna AT,Bangalore,2009,60000,First,19.2,1197,80.0,5.0,2.99,0,1,0,15
1090,1090,Maruti Swift Dzire VDI,Kolkata,2014,57000,First,26.59,1248,74.0,5.0,3.89,0,0,1,10
1091,1091,Honda City i DTec VX,Coimbatore,2018,45555,First,26.0,1498,98.6,5.0,11.73,0,0,1,6
1092,1092,Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,First,14.0,796,35.0,5.0,3.11,0,1,1,8
1093,1093,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Second,17.2,1968,138.1,5.0,14.45,0,0,1,10
1094,1094,Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,First,24.52,1248,88.5,7.0,8.7,0,0,1,6
1095,1095,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,First,24.0,1120,70.0,5.0,5.04,0,0,1,8
1096,1096,Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,First,28.09,1248,88.5,5.0,8.5,0,0,1,7
1097,1097,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,First,19.27,2143,170.0,5.0,15.65,0,0,0,10
1098,1098,Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,First,20.5,1248,91.72,5.0,5.65,0,0,1,9
1099,1099,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,First,10.93,2497,204.0,5.0,16.5,0,1,0,14
1100,1100,Volkswagen Vento Petrol Highline,Pune,2012,67200,First,15.04,1598,103.6,5.0,3.9,0,1,1,12
1101,1101,BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,First,18.88,1995,184.0,5.0,14.5,0,0,0,11
1102,1102,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,First,14.69,2993,258.0,5.0,44.0,0,0,0,9
1103,1103,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,First,18.9,1197,81.86,5.0,5.0,0,1,1,7
1104,1104,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,First,11.36,2755,171.5,7.0,19.75,0,0,0,8
1105,1105,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,First,19.6,1461,108.45,5.0,11.44,0,0,0,7
1106,1106,Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,First,18.0,1248,75.0,5.0,1.75,0,0,1,13
1107,1107,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,First,12.3,1796,185.0,5.0,30.42,0,1,1,8
1108,1108,Mahindra XUV500 W8 4WD,Coimbatore,2013,116694,First,15.1,2179,140.0,7.0,9.57,0,0,1,11
1109,1109,Mahindra Bolero ZLX,Mumbai,2016,40448,First,15.96,2523,62.1,7.0,3.5,0,0,1,8
1110,1110,Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,First,24.3,1248,88.5,5.0,10.46,0,0,1,6
1111,1111,Fiat Avventura MULTIJET Emotion,Pune,2014,52782,First,20.5,1248,91.72,5.0,4.85,0,0,1,10
1112,1112,Honda Amaze S Petrol,Kochi,2016,51672,First,19.5,1199,88.76,5.0,5.68,0,1,1,8
1113,1113,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,First,13.7,1798,157.75,5.0,13.25,0,1,0,9
1114,1114,Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,First,14.74,2993,270.9,5.0,16.0,0,0,0,13
1115,1115,Maruti Wagon R VXI BSIII,Chennai,2013,79000,First,18.9,998,67.1,5.0,3.0,0,1,1,11
1116,1116,Toyota Corolla Altis VL,Mumbai,2010,70200,First,14.53,1798,138.1,5.0,5.0,0,1,0,14
1117,1117,Maruti Swift VXi BSIV,Delhi,2016,42000,First,16.1,1197,85.0,5.0,4.75,0,1,1,8
1118,1118,Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,First,16.47,1198,74.0,5.0,5.35,0,1,1,10
1119,1119,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,First,18.9,1197,81.86,5.0,5.98,0,1,1,7
1120,1120,Maruti SX4 ZDI,Chennai,2011,80000,Third,21.5,1248,88.8,5.0,3.5,0,0,1,13
1121,1121,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,First,18.9,1197,81.86,5.0,4.77,0,1,1,6
1122,1122,Maruti Baleno Delta 1.2,Delhi,2016,50003,First,21.4,1197,83.1,5.0,5.45,0,1,1,8
1123,1123,Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,First,20.3,1199,84.0,5.0,6.85,0,1,0,6
